subject,session,date,CQtrials,screen,order,time,chosen,nchoices,choiceno,autreDiplome,CRT_ball,CRT_machines,CRT_nenuphar,csp,diplome,econ,emploi,genre,naissance,revenu,soep,name,ID,type,p1,q1,p2,q2,p3,q3,order1,order2,order3,up1,up2,up3,indiff,decoy_penalty,comp_penalty,targ_adv
804001,804,20/09/2021,2,28,3,11689,competitor,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,JAC,10,similarity,132.0620635615056,126.05924249052865,230.00000000000009,241.5000000000007,253.1508786180531,265.80842254895464,competitor,target,decoy,1.0476,0.9524,0.9524,0.1,0.9091256204658266,0.9091256204658266,1.0999580008399832
804001,804,20/09/2021,2,29,36,14271,target,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,BIK,11,similarity,124.2236024844716,130.43478260869554,237.98334344468265,227.16591874265225,262.0175777044897,250.10768780883117,competitor,decoy,target,0.9524,1.0476,1.0476,-0.1,1.0999580008399832,1.0999580008399832,0.9091256204658266
804001,804,20/09/2021,2,30,16,16621,competitor,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,IBD,12,similarity,237.98334344468265,227.16591874265225,124.2236024844716,130.43478260869554,112.86324079694955,118.50640283679654,target,decoy,competitor,1.0476,0.9524,0.9524,0.1,0.9091256204658266,0.9091256204658266,1.0999580008399832
804001,804,20/09/2021,2,31,5,10950,target,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,ABC,1,compromise,209.99999999999991,220.5,136.0544217687074,142.8571428571428,324.13500000000005,340.341750000001,decoy,target,competitor,0.9524,0.9524,0.9524,0,1,1,1
804001,804,20/09/2021,2,32,20,11455,target,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,BAD,2,compromise,136.0544217687074,142.8571428571428,209.99999999999991,220.5,88.14669372770133,92.55402841408666,target,decoy,competitor,0.9524,0.9524,0.9524,0,1,1,1
804001,804,20/09/2021,2,33,7,9516,decoy,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,AFC,3,compromise,209.99999999999991,220.5,128.49160158353055,148.40779982897715,324.13500000000005,340.341750000001,target,decoy,competitor,0.9524,0.8658,0.9524,0.09,1,0.9090718185636288,1.1000231000231
804001,804,20/09/2021,2,34,27,5489,competitor,2,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,FAH,4,compromise,128.49160158353055,148.40779982897715,209.99999999999991,220.5,81.67421269441888,94.33371566205408,target,decoy,competitor,0.8658,0.9524,0.8658,-0.09,1,1.1000231000231,0.9090718185636288
804001,804,20/09/2021,2,34,27,15024,target,2,2,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,FAH,4,compromise,128.49160158353055,148.40779982897715,209.99999999999991,220.5,81.67421269441888,94.33371566205408,target,decoy,competitor,0.8658,0.9524,0.8658,-0.09,1,1.1000231000231,0.9090718185636288
804001,804,20/09/2021,2,35,13,11953,decoy,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,BED,5,compromise,136.0544217687074,142.8571428571428,202.14570955550528,233.4782945366074,88.14669372770133,92.55402841408666,competitor,target,decoy,0.9524,0.8658,0.9524,0.09,1,0.9090718185636288,1.1000231000231
804001,804,20/09/2021,2,36,10,9287,target,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,EBG,6,compromise,202.14570955550528,233.4782945366074,136.0544217687074,142.8571428571428,318.01991249314847,367.31299892958776,competitor,decoy,target,0.8658,0.9524,0.8658,-0.09,1,1.1000231000231,0.9090718185636288
804001,804,20/09/2021,2,37,35,6031,decoy,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,EFG,7,compromise,202.14570955550528,233.4782945366074,128.49160158353055,148.40779982897715,318.01991249314847,367.31299892958776,decoy,target,competitor,0.8658,0.8658,0.8658,0,1,1,1
804001,804,20/09/2021,2,38,4,12099,competitor,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,FEH,8,compromise,128.49160158353055,148.40779982897715,202.14570955550528,233.4782945366074,81.67421269441888,94.33371566205408,target,decoy,competitor,0.8658,0.8658,0.8658,0,1,1,1
804001,804,20/09/2021,2,39,8,11971,competitor,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,JAL,9,compromise,144.0623780440912,137.51408813299676,209.99999999999991,220.5,95.13210300778486,90.8079165074312,target,decoy,competitor,1.0476,0.9524,1.0476,0.1,1,0.9091256204658266,1.0999580008399832
804001,804,20/09/2021,2,40,15,9671,decoy,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,AJC,10,compromise,209.99999999999991,220.5,144.0623780440912,137.51408813299676,324.13500000000005,340.341750000001,competitor,target,decoy,0.9524,1.0476,0.9524,-0.1,1,1.0999580008399832,0.9091256204658266
804001,804,20/09/2021,2,41,41,10074,decoy,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,IBK,11,compromise,218.1594657485965,208.2431263963885,136.0544217687074,142.8571428571428,330.36767226726266,315.3509598914787,competitor,target,decoy,1.0476,0.9524,1.0476,0.1,1,0.9091256204658266,1.0999580008399832
804001,804,20/09/2021,2,42,32,8588,decoy,1,1,NA,10,5,24,Employés,bac,Non,chomage,f,63,1000_2000,7,BID,12,compromise,136.0544217687074,142.8571428571428,218.1594657485965,208.2431263963885,88.14669372770133,92.55402841408666,competitor,decoy,target,0.9524,1.0476,0.9524,-0.1,1,1.0999580008399832,0.9091256204658266
804004,804,20/09/2021,2,1,28,8582,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,ABC,1,decoy,220.00000000000028,230.99999999999932,129.87012987013017,136.36363636363623,253.00000000000003,230.99999999999932,target,decoy,competitor,0.9524,0.9524,1.0952,0,1.1499370012599748,1,1
804004,804,20/09/2021,2,2,7,15237,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BAD,2,decoy,129.87012987013017,136.36363636363623,220.00000000000028,230.99999999999932,129.87012987013017,118.57707509881416,competitor,decoy,target,0.9524,0.9524,1.0952,0,1.1499370012599748,1,1
804004,804,20/09/2021,2,3,18,7675,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AFC,3,decoy,220.00000000000028,230.99999999999932,122.4006153836726,141.37271076814173,253.00000000000003,230.99999999999932,decoy,target,competitor,0.9524,0.8658,1.0952,0.09,1.1499370012599748,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,4,36,8139,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,FAH,4,decoy,122.4006153836726,141.37271076814173,220.00000000000028,230.99999999999932,122.4006153836726,122.9327919722972,competitor,decoy,target,0.8658,0.9524,0.9957,-0.09,1.15003465003465,1.1000231000231,0.9090718185636288
804004,804,20/09/2021,2,5,9,11015,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BED,5,decoy,129.87012987013017,136.36363636363623,212.20502766762016,245.0968069561011,129.87012987013017,118.57707509881416,decoy,target,competitor,0.9524,0.8658,1.0952,0.09,1.1499370012599748,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,6,42,12594,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EBG,6,decoy,212.20502766762016,245.0968069561011,129.87012987013017,136.36363636363623,244.03578181776336,245.0968069561011,target,decoy,competitor,0.8658,0.9524,0.9957,-0.09,1.15003465003465,1.1000231000231,0.9090718185636288
804004,804,20/09/2021,2,7,11,13275,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EFG,7,decoy,212.20502766762016,245.0968069561011,122.4006153836726,141.37271076814173,244.03578181776336,245.0968069561011,competitor,decoy,target,0.8658,0.8658,0.9957,0,1.15003465003465,1,1
804004,804,20/09/2021,2,8,39,7824,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,FEH,8,decoy,122.4006153836726,141.37271076814173,212.20502766762016,245.0968069561011,122.4006153836726,122.9327919722972,competitor,target,decoy,0.8658,0.8658,0.9957,0,1.15003465003465,1,1
804004,804,20/09/2021,2,9,38,12656,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,JAL,9,decoy,137.79547251144095,131.5320419427396,220.00000000000028,230.99999999999932,137.79547251144095,114.37568864586056,decoy,target,competitor,1.0476,0.9524,1.2048,0.1,1.150057273768614,0.9091256204658266,1.0999580008399832
804004,804,20/09/2021,2,10,3,9820,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AJC,10,decoy,220.00000000000028,230.99999999999932,137.79547251144095,131.5320419427396,253.00000000000003,230.99999999999932,competitor,decoy,target,0.9524,1.0476,1.0952,-0.1,1.1499370012599748,1.0999580008399832,0.9091256204658266
804004,804,20/09/2021,2,11,25,9598,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,IBK,11,decoy,228.08130670593567,217.7139745829394,129.87012987013017,136.36363636363623,262.29350271182597,217.7139745829394,competitor,decoy,target,1.0476,0.9524,1.2048,0.1,1.150057273768614,0.9091256204658266,1.0999580008399832
804004,804,20/09/2021,2,12,13,12190,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BID,12,decoy,129.87012987013017,136.36363636363623,228.08130670593567,217.7139745829394,129.87012987013017,118.57707509881416,competitor,target,decoy,0.9524,1.0476,1.0952,-0.1,1.1499370012599748,1.0999580008399832,0.9091256204658266
804004,804,20/09/2021,2,13,2,17939,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AB,13,2menu,220.00000000000028,230.99999999999932,129.87012987013017,136.36363636363623,NA,NA,target,competitor,NA,0.9524,0.9524,NA,0,NA,1,1
804004,804,20/09/2021,2,14,8,11839,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EF,14,2menu,212.20502766762016,245.0968069561011,122.4006153836726,141.37271076814173,NA,NA,target,competitor,NA,0.8658,0.8658,NA,0,NA,1,1
804004,804,20/09/2021,2,15,37,14685,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AF,15,2menu,220.00000000000028,230.99999999999932,122.4006153836726,141.37271076814173,NA,NA,competitor,target,NA,0.9524,0.8658,NA,0.09,NA,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,16,26,9247,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EB,16,2menu,212.20502766762016,245.0968069561011,129.87012987013017,136.36363636363623,NA,NA,competitor,target,NA,0.8658,0.9524,NA,-0.09,NA,1.1000231000231,0.9090718185636288
804004,804,20/09/2021,2,17,15,10216,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AJ,17,2menu,220.00000000000028,230.99999999999932,137.79547251144095,131.5320419427396,NA,NA,competitor,target,NA,0.9524,1.0476,NA,-0.1,NA,1.0999580008399832,0.9091256204658266
804004,804,20/09/2021,2,18,34,11815,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,IB,18,2menu,228.08130670593567,217.7139745829394,129.87012987013017,136.36363636363623,NA,NA,competitor,target,NA,1.0476,0.9524,NA,0.1,NA,0.9091256204658266,1.0999580008399832
804004,804,20/09/2021,2,19,6,14688,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BAC,1,similarity,124.2236024844716,130.43478260869554,230.00000000000009,241.5000000000007,253.1508786180531,265.80842254895464,competitor,target,decoy,0.9524,0.9524,0.9524,0,1,1,1
804004,804,20/09/2021,2,20,29,10386,decoy,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,ABD,2,similarity,230.00000000000009,241.5000000000007,124.2236024844716,130.43478260869554,112.86324079694955,118.50640283679654,competitor,decoy,target,0.9524,0.9524,0.9524,0,1,1,1
804004,804,20/09/2021,2,21,4,15428,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,FAC,3,similarity,116.85038835572236,134.96219855085957,230.00000000000009,241.5000000000007,253.1508786180531,265.80842254895464,target,decoy,competitor,0.8658,0.9524,0.9524,-0.09,1.1000231000231,1.1000231000231,0.9090718185636288
804004,804,20/09/2021,2,22,19,8417,decoy,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AFH,4,similarity,230.00000000000009,241.5000000000007,116.85038835572236,134.96219855085957,106.19374898863302,122.65378008187136,competitor,decoy,target,0.9524,0.8658,0.8658,0.09,0.9090718185636288,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,23,31,9647,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EBD,5,similarity,222.28446425829887,256.73855621833593,124.2236024844716,130.43478260869554,112.86324079694955,118.50640283679654,target,decoy,competitor,0.8658,0.9524,0.9524,-0.09,1.1000231000231,1.1000231000231,0.9090718185636288
804004,804,20/09/2021,2,24,12,NA,NA,0,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BEG,6,similarity,124.2236024844716,130.43478260869554,222.28446425829887,256.73855621833593,244.59091256686088,282.5025040147248,competitor,target,decoy,0.9524,0.8658,0.8658,0.09,0.9090718185636288,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,25,23,8428,competitor,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,FEG,7,similarity,116.85038835572236,134.96219855085957,222.28446425829887,256.73855621833593,244.59091256686088,282.5025040147248,competitor,decoy,target,0.8658,0.8658,0.8658,0,1,1,1
804004,804,20/09/2021,2,26,17,8472,decoy,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EFH,8,similarity,222.28446425829887,256.73855621833593,116.85038835572236,134.96219855085957,106.19374898863302,122.65378008187136,competitor,decoy,target,0.8658,0.8658,0.8658,0,1,1,1
804004,804,20/09/2021,2,27,14,12149,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AJL,9,similarity,230.00000000000009,241.5000000000007,132.0620635615056,126.05924249052865,119.94833210776936,114.49613519377988,target,decoy,competitor,0.9524,1.0476,1.0476,-0.1,1.0999580008399832,1.0999580008399832,0.9091256204658266
804004,804,20/09/2021,2,28,10,17485,decoy,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,JAC,10,similarity,132.0620635615056,126.05924249052865,230.00000000000009,241.5000000000007,253.1508786180531,265.80842254895464,competitor,target,decoy,1.0476,0.9524,0.9524,0.1,0.9091256204658266,0.9091256204658266,1.0999580008399832
804004,804,20/09/2021,2,29,24,9849,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BIK,11,similarity,124.2236024844716,130.43478260869554,237.98334344468265,227.16591874265225,262.0175777044897,250.10768780883117,competitor,decoy,target,0.9524,1.0476,1.0476,-0.1,1.0999580008399832,1.0999580008399832,0.9091256204658266
804004,804,20/09/2021,2,30,16,13524,decoy,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,IBD,12,similarity,237.98334344468265,227.16591874265225,124.2236024844716,130.43478260869554,112.86324079694955,118.50640283679654,target,decoy,competitor,1.0476,0.9524,0.9524,0.1,0.9091256204658266,0.9091256204658266,1.0999580008399832
804004,804,20/09/2021,2,31,5,16145,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,ABC,1,compromise,209.99999999999991,220.5,136.0544217687074,142.8571428571428,324.13500000000005,340.341750000001,decoy,target,competitor,0.9524,0.9524,0.9524,0,1,1,1
804004,804,20/09/2021,2,32,41,16089,decoy,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BAD,2,compromise,136.0544217687074,142.8571428571428,209.99999999999991,220.5,88.14669372770133,92.55402841408666,target,decoy,competitor,0.9524,0.9524,0.9524,0,1,1,1
804004,804,20/09/2021,2,33,20,19169,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,AFC,3,compromise,209.99999999999991,220.5,128.49160158353055,148.40779982897715,324.13500000000005,340.341750000001,target,decoy,competitor,0.9524,0.8658,0.9524,0.09,1,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,34,22,16334,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,FAH,4,compromise,128.49160158353055,148.40779982897715,209.99999999999991,220.5,81.67421269441888,94.33371566205408,target,decoy,competitor,0.8658,0.9524,0.8658,-0.09,1,1.1000231000231,0.9090718185636288
804004,804,20/09/2021,2,35,32,8701,decoy,2,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BED,5,compromise,136.0544217687074,142.8571428571428,202.14570955550528,233.4782945366074,88.14669372770133,92.55402841408666,competitor,target,decoy,0.9524,0.8658,0.9524,0.09,1,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,35,32,18196,competitor,2,2,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,BED,5,compromise,136.0544217687074,142.8571428571428,202.14570955550528,233.4782945366074,88.14669372770133,92.55402841408666,competitor,target,decoy,0.9524,0.8658,0.9524,0.09,1,0.9090718185636288,1.1000231000231
804004,804,20/09/2021,2,36,30,15443,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EBG,6,compromise,202.14570955550528,233.4782945366074,136.0544217687074,142.8571428571428,318.01991249314847,367.31299892958776,competitor,decoy,target,0.8658,0.9524,0.8658,-0.09,1,1.1000231000231,0.9090718185636288
804004,804,20/09/2021,2,37,35,8292,target,1,1,NA,10,100,24,Employés,sup2,Non,travail,f,60,1000_2000,5,EFG,7,compromise,202.14570955550528,233.4782945366074,128.49160158353055,148.40779982897715,318.01991249314847,367.31299892958776,decoy,target,competitor,0.8658,0.8658,0.8658,0,1,1,1
