"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"28","I[13]",1.89723689,1.8915,0.152162011823743,0.151877544,1.656167,2.156601,0.999765013705818,1923.61518587969,1855.16516764727
"29","I[14]",2.466964465,2.458405,0.201008797204975,0.198497901,2.1544275,2.8184,1.00120157594721,1706.08463015893,1845.18048642152
"30","I[15]",1.371311755,1.36667,0.117474973833615,0.118378197,1.186608,1.5691065,1.00216260661633,1787.81519782926,1847.97665367457
"31","I[16]",1.362928927,1.35592,0.119970337494007,0.11660649,1.175639,1.5706435,0.999982300785018,2043.12161917568,1959.34572309196
"32","I[17]",2.1276949,2.124765,0.155765720700553,0.15456105,1.8902225,2.3921775,0.999766603543321,1958.3528054606,1728.14971513697
"33","I[18]",2.412216305,2.404415,0.186618366366308,0.183049209,2.1239265,2.73297,0.999578460311692,1990.20327161974,2000.08812338035
"34","I[19]",0.976442608,0.974889,0.0817471315723157,0.0802101426000001,0.849381,1.1172115,0.999907864589281,2089.22413146385,1923.08062501083
"35","I[20]",2.25946221,2.2502,0.185572160576166,0.189024087,1.957331,2.571144,1.00164146006796,1923.30331033908,1920.98325898088
"36","I[21]",1.064488622,1.062965,0.0926647634688909,0.0967396499999999,0.91926135,1.215545,0.999673967765763,1928.69513780769,1879.07861671789
"37","I[22]",1.001726916,0.998804,0.089931744455856,0.089630583,0.8610939,1.157095,0.999516557848729,1762.30598088871,1811.53263565063
"38","I[23]",4.61884449,4.604815,0.239569386849609,0.238142625,4.2333425,5.0232395,1.00021313550711,1950.91858994486,1943.77028457308
"39","I[24]",1.0690247125,1.065495,0.0996069045599945,0.0996937304999998,0.91549175,1.2356555,0.999601366002059,1852.74590277786,1809.77357266932
"40","I[25]",0.825415903,0.820161,0.0767334948311302,0.0750922074000001,0.7089876,0.95864155,1.00132811815834,2024.44090385493,1921.17599996482
"41","I[26]",0.961839727,0.9559095,0.0867970822300514,0.0869255793,0.82739695,1.111356,1.00054474891695,2043.96299110052,2047.32872199687
"42","I[27]",2.36306174,2.350425,0.208836285410425,0.20808291,2.046746,2.7404615,1.00131583025655,1816.48418462401,1800.88562882096
"43","I[28]",0.854910354,0.848925,0.0924260659003919,0.0924037863,0.7104159,1.0249555,1.00002974256854,2094.78031217244,2040.22454997535
"44","I[29]",1.965438835,1.959065,0.149956811378918,0.148274826,1.7346035,2.224903,0.999817405033429,2143.23357954776,1982.37326456176
"45","I[30]",1.3280370465,1.321635,0.123018782153713,0.124797855,1.136436,1.54604,1.00161656090721,2029.18229187636,1838.53508135558
"46","I[31]",0.793906149,0.789882,0.0724259988751162,0.0732901071,0.6842699,0.92064155,1.00146743888481,1870.87308557557,2002.11038000361
"47","I[32]",1.4463237915,1.425155,0.237900473500237,0.234955035,1.0922505,1.869272,0.99965418268876,1915.98662371388,1703.8183200891
"48","I[33]",1.949977995,1.948105,0.148832729604515,0.145064997,1.716055,2.1992775,0.999920510856315,2049.63058516654,1848.32562388046
"49","I[34]",2.70401291,2.69484,0.186735869979499,0.18643695,2.412035,3.0262315,0.999670524940838,2131.05665027298,1985.5104514818
"50","I[35]",3.21527245,3.18651,0.409127326598802,0.409909248,2.5864055,3.9330945,1.00073676712561,1913.40351031601,1884.63419829358
"51","I[36]",2.95941741,2.95305,0.226217539761265,0.234391647,2.6097685,3.3358375,1.00059539776092,1983.16768672343,1984.36415175567
"52","I[37]",2.798074415,2.79217,0.199154971352374,0.196051611,2.487736,3.1312535,1.00087649392412,1907.01243968304,1877.78852861256
"53","I[38]",0.734585638,0.7338,0.074983917231955,0.0725925438,0.61462605,0.86290635,0.999948492495873,1962.89396289594,1760.9052320158
"54","I[39]",1.41047342,1.40624,0.124166348812359,0.124501335,1.2172675,1.628891,1.00095458457895,2104.65822707535,1745.01118626176
"55","I[40]",1.95257902,1.9449,0.157728328973967,0.159557412,1.706263,2.2234515,1.00009829080202,1805.28808329484,1865.42310612439
"56","I[41]",4.55474348,4.53985,0.349713964261637,0.339559878,4.011475,5.158891,1.00018343088535,2142.71602553679,1692.37966169492
"57","I[42]",2.532064775,2.523915,0.179861197132584,0.180714114,2.2508035,2.8388335,0.999534336435436,1889.4895572829,1784.54980944494
"58","I[43]",2.083486775,2.075875,0.162794521424562,0.159216414,1.829182,2.3647965,1.00006894804504,2090.75028441295,1921.86099939317
"59","I[44]",0.8188800085,0.8157295,0.075465623410781,0.0744146592,0.70146145,0.9482372,0.999626653098724,1940.72090875757,1958.09082614578
"60","I[45]",2.325674925,2.315845,0.185425221801227,0.184813503,2.025332,2.639241,1.00166722471416,2070.76556377776,1921.86099939317
"61","I[46]",0.9407344165,0.936014,0.0880938317884494,0.08702862,0.8056313,1.087132,0.999862724126273,2207.36872884845,2012.3402948107
"62","I[47]",2.41666499,2.4126,0.174099621528044,0.174198087,2.14696,2.7190695,1.00057468992422,1807.8751343075,1556.56017255732
"63","I[48]",0.832257836,0.828113,0.0764255530654622,0.0744280026,0.71352485,0.9655904,1.00136988139704,1298.56440724217,1950.43186279953
"64","I[49]",0.913617827,0.912743,0.0705512218639218,0.0689801889,0.80001275,1.0346665,1.00094372550017,1998.44858617793,1943.77028457308
"65","I[50]",2.55522034,2.543865,0.184327537783363,0.176184771,2.260468,2.8683735,0.999612657031764,1824.20196814117,1923.08062501083
"66","I[51]",2.88951122,2.877615,0.207970070985525,0.205644033,2.559039,3.2449285,1.0006021196071,1987.11594945063,1584.40961658825
"67","I[52]",2.0496164,2.042375,0.154526151305074,0.149794491,1.8038745,2.3094885,0.999950915112084,1803.72431500688,1804.20751052324
"68","I[53]",0.9622797755,0.959026,0.0786163201534474,0.0807705654000001,0.8437497,1.097723,1.00217539918938,1912.19705677199,1924.95128108992
"69","I[54]",2.588275075,2.584465,0.180611060098792,0.170684325000001,2.297535,2.8929125,0.999798756119818,1846.14564770226,1798.90801650742
"70","I[55]",3.958856165,3.948035,0.272816728993939,0.264177081,3.5327075,4.408233,1.0003341892509,2031.46933870349,1827.99627392222
"71","I[56]",0.7908926,0.7880365,0.0709104566799233,0.0726414696,0.6786448,0.9090378,0.999820062360096,2235.95629159423,1941.88314820237
"72","I[57]",0.8097003755,0.806786,0.0707322122121011,0.069452397,0.7002216,0.934461,1.00038788526641,2018.0222769849,1999.9197982982
"73","I[58]",2.07035124,2.06735,0.151912314490661,0.156873906,1.8355205,2.326194,1.00040102793158,1699.65472498532,1845.20040186746
"74","I[59]",1.55572305,1.55254,0.133045887779461,0.137570454,1.348609,1.776187,0.999752944652029,1997.02784697606,1446.16938006573
"75","I[60]",0.908329578,0.9062335,0.0762584213541208,0.0748231155,0.7865584,1.030577,1.00036265257051,1779.37743297854,2047.32872199687
"76","I[61]",2.15346014,2.15095,0.16057614415104,0.155117025,1.8945285,2.4203455,0.999818224765557,2020.59559274607,1847.62718568113
"77","I[62]",1.76932252,1.76654,0.148334043343586,0.149579514,1.534154,2.019586,0.999798333025431,1875.58308856683,1925.50641196862
"78","I[63]",1.0832925185,1.082505,0.0808966590217674,0.077488089,0.95297405,1.218052,0.999975077524824,2012.57445854262,1916.93052353477
"79","I[64]",2.020814705,2.01581,0.156019083665258,0.154612941,1.77537,2.290357,0.999750067202902,2097.71336928565,2004.22343020712
"80","I[65]",1.039443281,1.03617,0.0804948694632334,0.0771396780000002,0.91342245,1.1760485,1.00072828381136,1954.33532242523,1921.17599996482
"81","I[66]",1.67589032,1.67144,0.146328875078497,0.149646231,1.4497115,1.9318675,0.999639099595983,1978.49544002014,1962.73343888589
"82","I[67]",1.812790795,1.804965,0.143101774919148,0.138586035,1.58534,2.0545255,1.00121388544207,2023.16814959875,1974.67965797607
"83","I[68]",1.508431905,1.503475,0.136208989477671,0.14366394,1.2998235,1.742528,1.00011066635334,1842.70883081982,1784.4539765347
"84","I[69]",1.648638575,1.64556,0.13802907161002,0.134805405,1.427763,1.8825945,1.00019468760834,1949.8494039624,2015.72445432911
"85","I[70]",3.196733845,3.19067,0.228185078045843,0.227438253,2.833491,3.585535,0.999940381856592,1807.11247515339,1926.48773826526
"86","I[71]",2.454919135,2.453815,0.199928320473527,0.196918932,2.1305915,2.7839155,0.999628009694067,1964.38482937477,1721.30927275193
"87","I[72]",2.581627615,2.577135,0.184689268823262,0.187022577,2.284497,2.8875735,1.00107948752372,1866.68445050871,1777.37783161028
"88","I[73]",1.062017423,1.059075,0.0984555604767474,0.1000280568,0.9087565,1.2294315,1.00000832566905,1974.62476495611,1889.43118338551
"89","I[74]",2.03555767,2.027955,0.163244953013909,0.168534555,1.7856685,2.303759,0.99982787792835,1944.6588914386,2013.79444334283
"90","I[75]",5.23000407,5.205475,0.382305667601299,0.382718364,4.626982,5.896398,1.00020102928928,1961.93358513885,1962.8137738422
"91","I[76]",2.145676245,2.13965,0.170628775378726,0.175947554999999,1.8837395,2.4332485,0.999769792938637,1997.99225428976,2045.21409020083
"92","I[77]",3.37542246,3.370885,0.238246773951711,0.239313879,2.979883,3.7738345,0.999502249399107,1896.20260806491,1753.07260543484
"93","I[78]",2.01492396,2.00856,0.18697581165057,0.183597771,1.717818,2.330831,1.00122894958196,2072.47005619192,1864.22801084357
"94","I[79]",2.33895133,2.333245,0.174099362583719,0.17857917,2.0601085,2.632777,1.00296284682716,1898.05334574552,1741.29359126418
"95","I[80]",1.959508087,1.892925,0.472668407851029,0.439605726,1.2877875,2.8164475,0.999786159502179,2073.61480897069,1887.03048272676
"96","I[81]",1.36642682,1.36283,0.106613039070451,0.106243116,1.1977215,1.5417145,0.999528441142196,1835.46068290534,1889.01913290646
"97","I[82]",2.281010615,2.27016,0.197052390009551,0.199239200999999,1.9820345,2.6251555,0.999503247825526,1936.64326625426,1764.1352858977
"98","I[83]",1.73115641,1.726735,0.137407421357196,0.138511905,1.518683,1.967946,1.00057181372906,2194.32668005656,1960.80838298342
"99","I[84]",2.119069415,2.116,0.170704299977837,0.176525769,1.8529735,2.401505,0.999522295181343,1917.76011139355,2070.86019973943
"100","I[85]",2.43266927,2.43008,0.167869485193101,0.169135008,2.1618625,2.7167585,1.0000508314522,2010.50872519295,2087.32547091156
"101","I[86]",0.8617119415,0.858596,0.0694279688723856,0.0683908554,0.7535011,0.98285115,1.00077652623659,1805.6894964354,1499.35305704171
"102","I[87]",2.059541405,2.05953,0.170383189842386,0.174361173,1.7895395,2.350657,1.00022493933447,1907.05648125915,2002.11038000361
"103","I[88]",0.8249341335,0.8212015,0.0779380891535656,0.080527419,0.7030847,0.9579754,0.999983697485068,1964.96686478427,1841.23084113931
"104","I[89]",3.82725871,3.815355,0.24320203397258,0.24848376,3.4418065,4.235739,0.999665797745686,1915.25762470791,1883.76504671098
"105","I[90]",3.18573102,3.18145,0.232503013765552,0.228550203,2.8220515,3.5832425,0.999945681576678,1851.10208170381,1904.80396920879
"106","I[91]",2.30662882,2.30287,0.182403911605788,0.188208657,2.0148005,2.601291,0.99962989670662,1888.908100918,2055.88548256416
"107","I[92]",2.90156294,2.898825,0.21608706658296,0.211203783,2.5554865,3.2796265,1.00103995244817,1845.81914343131,2027.73211663897
"108","I[93]",2.007405925,2.006065,0.155564455572162,0.152077695,1.7537215,2.270929,1.00094501586772,1762.56508342911,1575.58126285618
"109","I[94]",1.81140475,1.80763,0.147084607797903,0.142151688,1.574917,2.059028,1.0003029838521,1831.59695359736,1921.17599996482
"110","I[95]",0.8836803675,0.879774,0.0879377113819833,0.0875579082,0.74381245,1.0408175,1.00072083584697,2138.70304032187,1943.77028457308
"111","I[96]",1.661626055,1.653485,0.136592259102082,0.13187727,1.4535135,1.895228,0.999675533305969,1793.39114352741,1887.42695166365
"112","I[97]",1.61353312,1.60853,0.139576528792847,0.135717204,1.390912,1.853195,1.00110059240261,2160.08874145799,1741.19376377074
"113","I[98]",2.216708625,2.203915,0.210705896864435,0.207437979,1.8971605,2.5790365,1.0005423480793,1960.63862247112,1931.26041909544
"114","I[99]",3.15126515,3.148115,0.201084745413212,0.20066991,2.8156935,3.4851245,1.0020465569524,2031.24927159797,1992.94687289629
"115","I[100]",2.820671025,2.81479,0.205345799824959,0.203056896,2.4904235,3.1728805,1.00036065051067,1788.2899341748,1960.80838298342
"116","I[101]",2.65505245,2.65331,0.194483541696702,0.192233916,2.348331,2.986811,1.00071782779383,1994.51357185748,1940.20697433343
"117","I[102]",2.375155735,2.36207,0.196343541988271,0.195043443,2.0759885,2.7080425,1.00039760287743,1971.30138774698,1802.85036712382
"118","I[103]",2.373555195,2.36731,0.164149427844244,0.159839106,2.1257295,2.6600465,1.00054031392502,2014.37490936982,1804.3228137019
"119","I[104]",1.94930429,1.93915,0.165136123901176,0.159209001,1.6968745,2.2330465,0.99955827607618,2157.78361416193,2047.32872199687
"120","I[105]",2.97687942,2.96665,0.215137360951096,0.210521787,2.643493,3.339569,1.00032931093475,1945.68531036672,1856.02284841277
"121","I[106]",1.1302817305,1.12498,0.107185152119416,0.107028894,0.9673149,1.314584,0.999629867242331,2031.21195292001,1922.39429412326
"122","I[107]",4.054354785,4.046585,0.250769135567219,0.254288139,3.665497,4.481401,0.999655412053619,2037.54319012807,1891.7597082266
"123","I[108]",3.12943841,3.119195,0.219641080247612,0.217971852,2.7840475,3.509595,0.999616049119557,1914.5845759167,1923.08062501083
"124","I[109]",2.04465114,2.039035,0.157925901711265,0.156940623,1.7927625,2.325134,0.999951690843053,1851.78613480886,2027.73211663897
"125","I[110]",2.529078515,2.52012,0.193751178583889,0.194628315,2.2277225,2.8572015,0.999816607934907,2024.98497284335,1701.62774864522
"126","I[111]",3.445974395,3.441185,0.242326520078386,0.243087096,3.0621275,3.873484,1.00040111903818,1999.70311821911,1902.35286423781
"127","I[112]",1.312419278,1.30775,0.101748953768986,0.100179282,1.15298,1.4888635,1.00006150216139,2153.99243959085,1816.88523910628
"128","I[113]",2.129872255,2.123795,0.168536691815192,0.169631679,1.8664265,2.417586,1.0012788381461,2090.18466604006,2025.77878084403
"129","I[114]",0.7244074025,0.7207665,0.070667008596257,0.0701477364,0.6114216,0.84630515,1.00017638792287,2048.18773356635,1817.96295948255
"130","I[115]",1.847615495,1.844895,0.149442718019111,0.153456513,1.612682,2.101333,1.00093951205142,1852.66171635625,1923.00432897657
"131","I[116]",2.593462795,2.59216,0.186839791092545,0.189535584,2.2996525,2.9087315,0.999673144469358,2080.04337415191,1797.53191861796
"132","I[117]",1.726828175,1.72041,0.1425586333892,0.138882555,1.502808,1.9722125,0.999803956889405,1974.59307396214,1781.31137764556
"133","I[118]",0.719053951,0.7181975,0.0633880900600762,0.0635894553000001,0.6173817,0.82721565,1.00014828582297,2016.23232580717,1939.06167629913
"134","I[119]",1.163986516,1.1602,0.104645258545692,0.10385613,0.995177,1.341943,0.999560934696288,2077.97764699055,1721.49118630251
"135","I[120]",2.0307519,2.024985,0.149017858296365,0.152937603,1.8003705,2.2850065,1.00076572611323,1984.99559593425,1983.49695943346
"136","I[121]",2.885886015,2.87364,0.230286838760106,0.223605732,2.530257,3.276373,0.999523559990134,1817.67711884872,1926.9388185533
"137","I[122]",1.206182924,1.20076,0.109422847643746,0.111276543,1.0369885,1.3855005,1.0001233670385,2072.73721635455,2003.88489292958
"138","I[123]",2.21189868,2.201935,0.193185798121279,0.193968558,1.9153145,2.5352655,0.999851901438412,2016.20118057811,1940.38033110933
"139","I[124]",0.964716616,0.9615145,0.0867109403779313,0.0849062781,0.8310527,1.112989,0.999525010123161,1885.11429626326,2055.18543313122
"140","I[125]",0.8008270115,0.797109,0.0809980248111707,0.0785325806999999,0.6739532,0.94084135,1.00048953314864,1794.19164642497,1815.13839989692
"141","I[126]",1.056447914,1.05373,0.0978502088023011,0.0998590404,0.90406055,1.225974,0.999781615762156,1680.28602805495,1726.08278532637
"142","I[127]",1.59614788,1.587195,0.13678124817727,0.140483763,1.3868295,1.836172,1.00031990871177,2042.44037841047,2084.59039240976
"143","I[128]",2.346164645,2.337895,0.18309473728178,0.180610332,2.064876,2.662175,1.0005839628075,2057.40125397631,1807.1912085843
"144","I[129]",0.9743332365,0.97021,0.0869572963311313,0.0875126889,0.8432565,1.120967,0.999736587029621,1897.13216621484,1921.17599996482
"145","I[130]",2.599193415,2.592355,0.198831619548687,0.199476417,2.2819535,2.921486,1.00107093957244,1991.14427771125,1952.9303713569
"146","I[131]",0.762263445,0.7606535,0.0683792684263018,0.0705154212,0.65369185,0.87545305,0.999922379464126,1904.87538017093,1962.8137738422
"147","I[132]",0.9434878245,0.9397825,0.0922011648040539,0.0924586425000001,0.7985571,1.0995815,1.00033859509524,2015.26413117478,1842.412828489
"148","I[133]",0.654140729,0.6489815,0.0675274243045236,0.0700328349,0.5492852,0.7665782,0.999627494455271,1814.27846513152,1753.07260543484
"149","I[134]",2.68498601,2.677385,0.181488800839597,0.1801359,2.4016935,2.984772,0.999511084134569,1851.97661495404,1980.28691473921
"150","I[135]",3.84216031,3.82482,0.253697557980692,0.2513007,3.438129,4.280625,1.00086071676345,2004.72881239438,1925.66527399958
"151","I[136]",1.180608978,1.17746,0.0992927640187026,0.096183675,1.023101,1.3481765,0.99974265360537,1982.88842365295,1917.24476168889
"152","I[137]",0.828169382,0.8262045,0.0743748034273268,0.0737334045,0.71022035,0.95391575,0.999581831614821,1985.76087723339,1983.49695943346
"153","I[138]",2.537259525,2.53023,0.186400676438989,0.18362001,2.245021,2.858376,0.999591589183093,2048.84579673005,1582.3583582498
"154","I[139]",0.9787473645,0.974379,0.0861640614993204,0.0880775595000001,0.84641965,1.1189135,1.00120316141372,2006.700178676,1982.0643463334
"155","I[140]",0.8389466965,0.8358945,0.0685428396687087,0.071616993,0.73133305,0.9557942,1.00134674807038,1886.13867085318,1957.69233446047
"156","I[141]",1.538104545,1.528695,0.124700535186626,0.127881663,1.343558,1.7480645,1.00052141834589,2016.92057353786,1841.59533797746
"157","I[142]",2.49216532,2.490415,0.176920174192249,0.173879328,2.206583,2.7933995,0.999560829659861,1558.78538818544,2046.61499959446
"158","I[143]",2.89623542,2.889075,0.219359751403012,0.21601482,2.5502805,3.2747165,1.00007752989773,2022.13348041145,1919.35298469675
"159","I[144]",3.21800006,3.208165,0.24075387526294,0.242242014,2.8396875,3.630969,0.999779228258954,1871.93076782628,1962.09111755608
"160","I[145]",3.463787025,3.451775,0.268148408519042,0.266504763,3.0495765,3.9224205,0.999906517455024,1871.10265811278,1810.43585411985
"161","I[146]",4.54020529,4.513525,0.422085935709516,0.440221005,3.892524,5.2593555,0.999974756251166,1980.23609541555,1820.45644053722
"162","I[147]",2.068171805,2.05851,0.163781289681443,0.168860727,1.820134,2.345605,0.999885971157595,2033.5384904646,2115.99112888136
"163","I[148]",2.483209395,2.474795,0.202666101087106,0.20281968,2.159586,2.8335395,0.999734743265499,1978.49575400217,1748.5295564358
"164","I[149]",2.954609845,2.945285,0.229619819258539,0.234829014,2.5897485,3.3381985,0.999722763796199,2018.17721782862,1930.55893863597
"165","I[150]",2.06564086,2.05834,0.154542164219093,0.153856815,1.820745,2.326071,0.999851760888448,1642.61196379779,1964.6879111739
"166","I[151]",0.7409755855,0.738809,0.064387395711373,0.0640060659,0.63938015,0.8493163,0.999810616061513,2034.92541663383,2023.18209054558
"167","I[152]",5.3040077,5.302145,0.346935107520593,0.344504349000001,4.7635995,5.9110975,1.00050384435566,1877.04131274501,1847.15004656627
"168","I[153]",1.557453425,1.547895,0.137883830163038,0.139675746,1.3436775,1.7971405,1.00010347218687,1845.44352217518,1799.27127684266
"169","I[154]",2.82322028,2.81304,0.207160084892114,0.21149289,2.5019395,3.173773,1.00002073627784,1930.79023348088,1957.2336163396
"170","I[155]",1.2677605715,1.259915,0.118879580446658,0.12105429,1.0839955,1.477213,0.999664894946563,2139.57067120586,1847.15004656627
"171","I[156]",1.286780348,1.2833,0.10581318364794,0.0981555330000001,1.109687,1.4644055,0.999728798063139,2022.22021156054,2006.98634523384
"172","I[157]",1.6618534,1.658095,0.135256767782819,0.132314637,1.4527485,1.896987,0.999825650713274,1842.13697351489,1909.99810142942
"173","I[158]",0.8572576695,0.852327,0.0780382065750681,0.0767608736999999,0.73527805,0.991137,1.00070243101583,1985.18094322153,1679.15675226395
"174","I[159]",1.53259161,1.52993,0.125427423598682,0.125820849,1.3337835,1.7472105,0.999751439260108,1879.79259303278,1959.92797555622
"175","I[160]",2.026486375,2.018235,0.156755224371289,0.158816112,1.779567,2.287753,1.00020715589314,2003.56634601629,1958.88903719233
"176","I[161]",2.423518965,2.41834,0.175440569762065,0.171129105,2.14961,2.730554,1.00157055946514,1984.76637401501,1818.47385647368
"177","I[162]",2.526581555,2.519085,0.174936837001536,0.177430155,2.2517585,2.8198345,1.00021289128421,1980.12074832343,2087.91354744587
"178","I[163]",0.693371079,0.6882995,0.0771426388206539,0.0774154415999999,0.576585,0.823266,1.00030407407073,2156.63132105823,2019.5615387262
"179","I[164]",1.686038685,1.682225,0.129063009190052,0.1326927,1.487243,1.9070195,1.00035143025404,1949.87801804883,1706.07688797086
"180","I[165]",0.9441159595,0.94255,0.0869022914965511,0.0900538653,0.81132525,1.090066,0.999729395115343,1810.42436707789,2047.32872199687
"181","I[166]",2.67744396,2.66955,0.196363755673978,0.186874317,2.3681585,3.0134135,1.00023390402405,1984.41012941288,1949.09139568075
"182","I[167]",1.1507644715,1.146105,0.10178315362061,0.100920582,0.99241225,1.33088,1.00008639242188,1927.46759994246,1889.09425838167
"183","I[168]",0.844703654,0.840654,0.0776039462766884,0.0766496787,0.7232165,0.98064295,0.999593184914887,1877.60680656134,1817.17292935877
"184","I[169]",1.496197355,1.49387,0.126459495623582,0.12446427,1.2877635,1.7106115,0.999874278173323,1814.04781029775,1961.42908556975
"185","I[170]",2.80812239,2.805575,0.197810992038798,0.188823936,2.4934055,3.1443115,0.999823905977204,2079.70411243128,1929.83457126499
"186","I[171]",1.438514685,1.433375,0.133683303003972,0.134190126,1.2243125,1.665666,0.999517491093448,2085.87028603855,1921.86099939317
"187","I[172]",2.72140135,2.71328,0.194756428458191,0.200165826,2.4175065,3.0549205,1.00026368766142,1950.4922096265,1915.0333360347
"188","I[173]",1.281233128,1.28066,0.0983192180678037,0.0963022829999998,1.122605,1.4482065,1.00059648419703,1464.31419994707,1752.50478633982
"189","I[174]",1.717610525,1.711845,0.132856217711354,0.132218268,1.5170425,1.947166,1.00001479400886,1901.08565731393,1759.41610061055
"190","I[175]",1.88307327,1.87574,0.14908636573856,0.144968628,1.653279,2.141631,0.999536258802501,1860.54996538437,1799.03183396168
"191","I[176]",2.178940265,2.179935,0.184238660346473,0.180350877,1.87892,2.491374,0.999617857118355,1717.20034328045,1466.74784104056
"192","I[177]",4.381304635,4.37493,0.286261877322096,0.281575392,3.929188,4.874633,1.00044457157166,2040.35554260464,1960.74850271691
"193","I[178]",2.19963588,2.19287,0.177268357601206,0.177474633,1.9165215,2.50558,0.999797276575083,1817.37671461462,1846.76546312656
"194","I[179]",0.7528458515,0.751572,0.0731309665228467,0.0720832707,0.6396736,0.8805003,1.00016073046516,1846.64416603266,1563.63290206319
"195","I[180]",0.9385634875,0.932197,0.0841849556326145,0.0810633788999999,0.8139381,1.0836035,1.00001358833095,1912.50651175757,1944.36102822933
"196","I[181]",1.035449787,1.033315,0.0876478652992039,0.0874229916,0.8953911,1.1855305,0.999977120235671,2025.17899782994,1812.39003408066
"197","I[182]",1.91054321,1.902695,0.153885734957492,0.15530235,1.669485,2.1738065,0.999703429189852,1825.54266931967,1845.0115593897
"198","I[183]",1.60374842,1.601,0.129720876410052,0.127229319,1.4006555,1.8279895,0.999629072723237,1797.51870549105,1933.48314181135
"199","I[184]",0.9155288055,0.909977,0.0855830613077791,0.0873577572,0.7821416,1.059697,0.99968782267889,1958.67759603077,1962.73343888589
"200","I[185]",4.49535337,4.48618,0.324864641277747,0.33336261,3.9857965,5.043868,0.999617381298565,1832.20072466826,1881.7507996712
